Feature,Value,Model,Subject,Sensor
wrist_acc_max,0.022671800079506567,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_min,0.018462253400204857,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_perc75,0.015009876486228396,AdaBoostRegressor(random_state=6364),5,wrist
wrist_jerk_max,0.014776369956074259,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_rms,0.012558708185223682,AdaBoostRegressor(random_state=6364),5,wrist
wrist_jerk_mad,0.00991224367354272,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_std,0.009089518352029976,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_perc25,0.008246455150111758,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_mad,0.007785072981062821,AdaBoostRegressor(random_state=6364),5,wrist
wrist_jerk_mean,0.0035161308265079703,AdaBoostRegressor(random_state=6364),5,wrist
wrist_jerk_std,0.0031120312358896116,AdaBoostRegressor(random_state=6364),5,wrist
wrist_acc_time,0.3955710293421014,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_mean,0.39424664917536084,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_med,0.07511474065684155,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_med,0.044779088103355694,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_perc25,0.023632341547935268,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_max,0.014274968585398522,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_perc75,0.010229668107737493,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_perc75,0.007947100901898542,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_perc25,0.00729045091816973,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_rms,0.006461176318881879,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_rms,0.006116640192336095,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_length,0.005094147510139387,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_std,0.002854644318173308,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_mad,0.002797662645176512,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_min,0.0012188628833892945,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_min,0.0009692379095389678,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_max,0.0006647061214952892,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_mad,0.00036328085585474987,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_std,0.00025381724869248987,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_jerk_mean,0.00011978665752295203,GradientBoostingRegressor(random_state=6364),5,wrist
wrist_acc_mean,0.4229928854317723,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_time,0.41669316709369,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_med,0.08614935820135183,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_std,0.024152083785851233,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_rms,0.012841277186487738,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_perc75,0.012841277186487738,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_std,0.01231714342377395,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_perc25,0.012012807690585246,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_min,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_max,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_med,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_perc25,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_length,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_mean,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_mad,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_mad,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_min,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_max,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_rms,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_jerk_perc75,0.0,DecisionTreeRegressor(random_state=6364),5,wrist
wrist_acc_time,0.35308497535345446,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_mean,0.2924599861296049,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_med,0.06225927213859746,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_mad,0.06048255250219965,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_med,0.05441378775325482,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_rms,0.05279488497757533,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_perc25,0.029025765840854284,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_min,0.02036841892433317,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_max,0.014623193749601039,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_perc75,0.012759252219888237,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_perc25,0.009780791099427104,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_std,0.008752466114627214,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_perc75,0.008291104951786962,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_mad,0.006626034333879175,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_min,0.003597773640377528,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_max,0.0029583103417932287,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_std,0.002670143215903824,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_length,0.0022914534381110346,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_mean,0.001807749748543072,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_rms,0.0009520835261876074,"RandomForestRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_time,0.21349603092149297,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_mean,0.11783111612804884,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_rms,0.08679536860958567,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_std,0.07884793777141093,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_med,0.05497030228976259,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_med,0.05178930560266764,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_perc75,0.051376484932143876,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_mean,0.03948255169669317,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_mad,0.038676493784475165,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_rms,0.037004905373373226,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_mad,0.03192597291556181,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_perc25,0.03151539168176058,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_min,0.028851077958179774,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_max,0.025301636253892614,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_min,0.025153673236498603,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_max,0.022598081971511315,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_perc75,0.020823159213424678,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_jerk_std,0.017672111993907523,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_length,0.013462291410977711,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_perc25,0.012426106254631435,"ExtraTreesRegressor(n_jobs=-1, random_state=6364)",5,wrist
wrist_acc_time,65,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_min,37,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_max,37,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_max,34,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_med,31,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_perc75,28,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_min,16,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_med,13,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_mad,12,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_mean,11,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_mad,9,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_length,9,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_rms,9,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_perc25,7,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_std,5,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_perc25,4,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_perc75,4,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_std,3,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_mean,2,LGBMRegressor(random_state=6364),5,wrist
wrist_jerk_rms,2,LGBMRegressor(random_state=6364),5,wrist
wrist_acc_max,0.4319086265265528,Ridge(random_state=6364),5,wrist
wrist_acc_min,0.29462343467190577,Ridge(random_state=6364),5,wrist
wrist_jerk_perc75,0.26595740127166745,Ridge(random_state=6364),5,wrist
wrist_jerk_std,0.22477263213999457,Ridge(random_state=6364),5,wrist
wrist_jerk_mean,0.1927819722788771,Ridge(random_state=6364),5,wrist
wrist_jerk_mad,0.17011646474259384,Ridge(random_state=6364),5,wrist
wrist_jerk_rms,0.11524876512701948,Ridge(random_state=6364),5,wrist
wrist_jerk_perc25,0.1072564375690819,Ridge(random_state=6364),5,wrist
wrist_jerk_med,0.09051056438455134,Ridge(random_state=6364),5,wrist
wrist_acc_std,0.046953519419372314,Ridge(random_state=6364),5,wrist
wrist_acc_perc75,0.04621357706712938,Ridge(random_state=6364),5,wrist
wrist_acc_rms,0.022310564516976276,Ridge(random_state=6364),5,wrist
wrist_acc_perc25,0.020698587803395892,Ridge(random_state=6364),5,wrist
wrist_acc_mean,0.01435920834892481,Ridge(random_state=6364),5,wrist
wrist_acc_mad,0.005908137967423108,Ridge(random_state=6364),5,wrist
wrist_jerk_min,0.003962414071340406,Ridge(random_state=6364),5,wrist
wrist_jerk_max,0.0038610398397512435,Ridge(random_state=6364),5,wrist
wrist_acc_med,0.0010883229987605166,Ridge(random_state=6364),5,wrist
wrist_acc_length,0.00033599554546601894,Ridge(random_state=6364),5,wrist
wrist_acc_time,3.867374968232743e-07,Ridge(random_state=6364),5,wrist
wrist_acc_mean,283.751974201126,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_rms,230.5137853353692,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_std,92.78497902352863,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_mad,69.0725103699608,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_perc25,11.409470965912814,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_mean,7.1113229245551395,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_rms,5.169015927663443,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_perc75,3.2825567165735667,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_med,2.95892823791197,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_std,2.788438163171548,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_mad,1.8523919354802998,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_perc25,1.6646241685318262,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_med,1.0629924532603128,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_min,1.050207326416366,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_min,0.4662820430415716,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_perc75,0.20463992872954717,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_max,0.054526202532067525,LinearRegression(n_jobs=-1),5,wrist
wrist_jerk_max,0.011415574941860344,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_length,3.705864142249354e-05,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_time,1.1056390750215462e-07,LinearRegression(n_jobs=-1),5,wrist
wrist_acc_length,0.00022976465541107118,HuberRegressor(),5,wrist
wrist_jerk_perc75,3.7594998901290596e-07,HuberRegressor(),5,wrist
wrist_jerk_med,2.6068004487631904e-07,HuberRegressor(),5,wrist
wrist_jerk_rms,2.5976060981507517e-07,HuberRegressor(),5,wrist
wrist_jerk_mean,2.4495509985571646e-07,HuberRegressor(),5,wrist
wrist_jerk_max,1.3632747117656533e-07,HuberRegressor(),5,wrist
wrist_jerk_std,1.3123670123333465e-07,HuberRegressor(),5,wrist
wrist_jerk_mad,1.2399104745916277e-07,HuberRegressor(),5,wrist
wrist_jerk_perc25,7.97168715980244e-08,HuberRegressor(),5,wrist
wrist_acc_perc75,1.003363619862144e-08,HuberRegressor(),5,wrist
wrist_acc_max,8.713952235774035e-09,HuberRegressor(),5,wrist
wrist_acc_mad,7.368084191838085e-09,HuberRegressor(),5,wrist
wrist_acc_std,7.227168698241717e-09,HuberRegressor(),5,wrist
wrist_acc_perc25,5.175630206162812e-09,HuberRegressor(),5,wrist
wrist_acc_rms,4.039777475525327e-09,HuberRegressor(),5,wrist
wrist_jerk_min,3.936129614114033e-09,HuberRegressor(),5,wrist
wrist_acc_mean,2.575654481734167e-09,HuberRegressor(),5,wrist
wrist_acc_med,8.524620673917989e-10,HuberRegressor(),5,wrist
wrist_acc_min,3.2388573335885726e-10,HuberRegressor(),5,wrist
wrist_acc_time,1.4588766774113308e-10,HuberRegressor(),5,wrist
wrist_acc_length,0.0006614920811935372,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_time,4.323172938391963e-07,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_perc25,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_med,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_max,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_min,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_std,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_mad,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_rms,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_mean,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_perc75,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_perc25,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_med,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_max,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_min,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_std,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_mad,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_rms,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_mean,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_jerk_perc75,0.0,OrthogonalMatchingPursuit(),5,wrist
wrist_acc_length,0.0005487506210675149,BayesianRidge(),5,wrist
wrist_jerk_max,0.00011750225565776011,BayesianRidge(),5,wrist
wrist_jerk_perc75,4.69668205758269e-05,BayesianRidge(),5,wrist
wrist_jerk_rms,2.5300666886780877e-05,BayesianRidge(),5,wrist
wrist_jerk_mean,2.3375657753650668e-05,BayesianRidge(),5,wrist
wrist_jerk_med,1.9992416532578504e-05,BayesianRidge(),5,wrist
wrist_jerk_mad,1.880873801314754e-05,BayesianRidge(),5,wrist
wrist_jerk_std,1.3216871688659846e-05,BayesianRidge(),5,wrist
wrist_acc_max,8.703498489845295e-06,BayesianRidge(),5,wrist
wrist_acc_min,3.091883294215407e-06,BayesianRidge(),5,wrist
wrist_acc_std,1.3960931505900573e-06,BayesianRidge(),5,wrist
wrist_acc_mad,8.267056353018861e-07,BayesianRidge(),5,wrist
wrist_acc_rms,7.139096667531157e-07,BayesianRidge(),5,wrist
wrist_jerk_perc25,5.83040039641942e-07,BayesianRidge(),5,wrist
wrist_acc_mean,4.1359498380395175e-07,BayesianRidge(),5,wrist
wrist_acc_perc75,3.603054727202156e-07,BayesianRidge(),5,wrist
wrist_acc_perc25,3.523969895753631e-07,BayesianRidge(),5,wrist
wrist_acc_time,3.199039549025363e-07,BayesianRidge(),5,wrist
wrist_acc_med,9.611012139319935e-08,BayesianRidge(),5,wrist
wrist_jerk_min,9.327683646765121e-08,BayesianRidge(),5,wrist
wrist_acc_length,0.0005964019471697014,ElasticNet(random_state=6364),5,wrist
wrist_acc_time,3.6736750071896694e-07,ElasticNet(random_state=6364),5,wrist
wrist_jerk_perc25,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_med,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_max,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_min,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_std,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_mad,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_rms,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_mean,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_perc75,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_perc25,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_med,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_max,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_min,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_std,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_mad,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_rms,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_mean,0.0,ElasticNet(random_state=6364),5,wrist
wrist_jerk_perc75,0.0,ElasticNet(random_state=6364),5,wrist
wrist_acc_length,0.0005464720786255341,LassoLars(random_state=6364),5,wrist
wrist_acc_time,3.17603632436246e-07,LassoLars(random_state=6364),5,wrist
wrist_jerk_perc25,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_med,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_max,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_min,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_std,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_mad,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_rms,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_mean,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_perc75,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_perc25,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_med,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_max,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_min,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_std,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_mad,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_rms,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_mean,0.0,LassoLars(random_state=6364),5,wrist
wrist_jerk_perc75,0.0,LassoLars(random_state=6364),5,wrist
wrist_acc_length,0.0005396442725365921,Lasso(random_state=6364),5,wrist
wrist_acc_time,3.107641348241993e-07,Lasso(random_state=6364),5,wrist
wrist_jerk_perc25,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_med,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_max,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_min,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_std,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_mad,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_rms,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_mean,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_perc75,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_perc25,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_med,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_max,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_min,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_std,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_mad,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_rms,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_mean,0.0,Lasso(random_state=6364),5,wrist
wrist_jerk_perc75,0.0,Lasso(random_state=6364),5,wrist
wrist_acc_time,6.10490351986851e-11,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_length,1.1165371142666738e-13,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_perc75,1.734996666902821e-16,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_max,1.404235363786363e-16,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_rms,1.2244317049002533e-16,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_med,1.21206537787431e-16,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_mean,1.1477016215767463e-16,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_std,6.251881955014759e-17,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_mad,5.75600679200361e-17,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_perc25,3.8965709219224824e-17,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_perc75,4.756498794609295e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_max,4.204243918203904e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_mad,3.412876200274799e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_std,3.2804163745290244e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_perc25,2.476677247315387e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_jerk_min,1.9037274726323577e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_rms,1.8084134111677215e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_mean,1.1445421400170678e-18,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_med,3.7062949129951164e-19,PassiveAggressiveRegressor(random_state=6364),5,wrist
wrist_acc_min,5.3753879719692186e-20,PassiveAggressiveRegressor(random_state=6364),5,wrist
error,0,DummyRegressor(),5,wrist
wrist_acc_rms,1938460.6702018464,Lars(random_state=6364),5,wrist
wrist_acc_mean,1931972.8410547918,Lars(random_state=6364),5,wrist
wrist_acc_std,384294.42805016536,Lars(random_state=6364),5,wrist
wrist_acc_mad,91967.52856567746,Lars(random_state=6364),5,wrist
wrist_acc_med,52974.39236414428,Lars(random_state=6364),5,wrist
wrist_jerk_rms,14303.848093929442,Lars(random_state=6364),5,wrist
wrist_jerk_std,10809.399107985873,Lars(random_state=6364),5,wrist
wrist_jerk_mean,7645.240668221048,Lars(random_state=6364),5,wrist
wrist_jerk_min,1154.0897838768608,Lars(random_state=6364),5,wrist
wrist_jerk_perc25,933.9451136316977,Lars(random_state=6364),5,wrist
wrist_acc_perc25,601.7708499073115,Lars(random_state=6364),5,wrist
wrist_jerk_med,433.7934734901554,Lars(random_state=6364),5,wrist
wrist_acc_max,425.9611898710772,Lars(random_state=6364),5,wrist
wrist_acc_perc75,418.94099642430956,Lars(random_state=6364),5,wrist
wrist_jerk_perc75,408.85076846087884,Lars(random_state=6364),5,wrist
wrist_acc_min,239.6026628983934,Lars(random_state=6364),5,wrist
wrist_jerk_mad,158.24008873664906,Lars(random_state=6364),5,wrist
wrist_jerk_max,7.013374866306677,Lars(random_state=6364),5,wrist
wrist_acc_length,4.05564271599637,Lars(random_state=6364),5,wrist
wrist_acc_time,0.002231217592958313,Lars(random_state=6364),5,wrist
error,0,KNeighborsRegressor(n_jobs=-1),6,wrist
wrist_acc_time,0.6252446140053866,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_perc75,0.31610749928018395,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_perc75,0.050574207250635925,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_min,0.0027812234318643986,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_perc25,0.001192290292301808,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_std,0.0009556137243540213,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_min,0.0006547198732332529,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_length,0.0005953210721512809,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_mad,0.000550359132027273,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_perc25,0.00034817850796516937,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_med,0.0003005467690369208,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_max,0.00025252639753283146,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_std,0.00018505587242085653,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_mad,0.00012909744034659456,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_mean,4.671700093319048e-05,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_mean,4.5617720756659556e-05,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_max,1.8126717405044244e-05,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_rms,8.149408600320905e-06,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_med,6.65774417156172e-06,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_jerk_rms,3.478358692331807e-06,GradientBoostingRegressor(random_state=6495),6,wrist
wrist_acc_time,0.6738504684243991,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_perc75,0.2992095208091388,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_med,0.01605904537896914,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_perc75,0.005353015126323046,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_max,0.0023791178339212693,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_perc25,0.001959273510288116,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_std,0.0011895589169606347,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_mad,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_perc25,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_med,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_max,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_min,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
