Feature,Value,Model,Subject,Sensor
upperarm_jerk_min,0.03511789543254022,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_jerk_perc75,0.026239601520363497,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_jerk_mad,0.021501875370952703,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_mean,0.021082208675702586,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_rms,0.020844191193114505,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_perc75,0.020831035505596174,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_min,0.018389713949931615,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_jerk_max,0.015263244205335827,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_std,0.013443756197294078,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_acc_mad,0.008486533910221554,"RandomForestRegressor(n_jobs=-1, random_state=5888)",4,upperarm
upperarm_jerk_std,1.1862619,Ridge(random_state=5888),4,upperarm
upperarm_jerk_perc75,1.0819674,Ridge(random_state=5888),4,upperarm
upperarm_jerk_rms,1.0041895,Ridge(random_state=5888),4,upperarm
upperarm_acc_min,0.8909641,Ridge(random_state=5888),4,upperarm
upperarm_acc_max,0.470043,Ridge(random_state=5888),4,upperarm
upperarm_jerk_mean,0.24430841,Ridge(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.23109871,Ridge(random_state=5888),4,upperarm
upperarm_acc_std,0.19438115,Ridge(random_state=5888),4,upperarm
upperarm_jerk_mad,0.16487272,Ridge(random_state=5888),4,upperarm
upperarm_jerk_min,0.14507277,Ridge(random_state=5888),4,upperarm
upperarm_jerk_med,0.14027232,Ridge(random_state=5888),4,upperarm
upperarm_acc_perc75,0.1258664,Ridge(random_state=5888),4,upperarm
upperarm_acc_mad,0.12082332,Ridge(random_state=5888),4,upperarm
upperarm_acc_med,0.07093298,Ridge(random_state=5888),4,upperarm
upperarm_jerk_max,0.06777802,Ridge(random_state=5888),4,upperarm
upperarm_acc_rms,0.06492399,Ridge(random_state=5888),4,upperarm
upperarm_acc_mean,0.05167462,Ridge(random_state=5888),4,upperarm
upperarm_acc_perc25,0.05152422,Ridge(random_state=5888),4,upperarm
upperarm_jerk_std,1.019631,BayesianRidge(),4,upperarm
upperarm_jerk_rms,0.8646403,BayesianRidge(),4,upperarm
upperarm_jerk_perc75,0.8572945,BayesianRidge(),4,upperarm
upperarm_acc_min,0.55691224,BayesianRidge(),4,upperarm
upperarm_acc_max,0.3728477,BayesianRidge(),4,upperarm
upperarm_jerk_perc25,0.2202651,BayesianRidge(),4,upperarm
upperarm_jerk_mean,0.21120048,BayesianRidge(),4,upperarm
upperarm_jerk_mad,0.19465703,BayesianRidge(),4,upperarm
upperarm_jerk_med,0.17823294,BayesianRidge(),4,upperarm
upperarm_acc_std,0.10925041,BayesianRidge(),4,upperarm
upperarm_jerk_min,0.09011936,BayesianRidge(),4,upperarm
upperarm_acc_perc75,0.069640055,BayesianRidge(),4,upperarm
upperarm_acc_mad,0.06912523,BayesianRidge(),4,upperarm
upperarm_jerk_max,0.055790786,BayesianRidge(),4,upperarm
upperarm_acc_med,0.035233315,BayesianRidge(),4,upperarm
upperarm_acc_rms,0.03294588,BayesianRidge(),4,upperarm
upperarm_acc_perc25,0.027432056,BayesianRidge(),4,upperarm
upperarm_acc_mean,0.025868606,BayesianRidge(),4,upperarm
upperarm_acc_min,2.935054627336215,HuberRegressor(),4,upperarm
upperarm_jerk_perc75,2.151227789845532,HuberRegressor(),4,upperarm
upperarm_jerk_std,1.526538281670242,HuberRegressor(),4,upperarm
upperarm_jerk_rms,1.459034874326754,HuberRegressor(),4,upperarm
upperarm_jerk_mean,0.8147162771831422,HuberRegressor(),4,upperarm
upperarm_acc_perc75,0.7402044760267555,HuberRegressor(),4,upperarm
upperarm_jerk_mad,0.6399509545407779,HuberRegressor(),4,upperarm
upperarm_acc_std,0.6164881985490103,HuberRegressor(),4,upperarm
upperarm_acc_perc25,0.5879367145021993,HuberRegressor(),4,upperarm
upperarm_acc_rms,0.5563901042433291,HuberRegressor(),4,upperarm
upperarm_acc_med,0.5502795194489167,HuberRegressor(),4,upperarm
upperarm_acc_mean,0.5200864204154794,HuberRegressor(),4,upperarm
upperarm_acc_mad,0.34929858849273654,HuberRegressor(),4,upperarm
upperarm_jerk_min,0.20954978331753385,HuberRegressor(),4,upperarm
upperarm_acc_max,0.18093114182026332,HuberRegressor(),4,upperarm
upperarm_jerk_perc25,0.17236015429680326,HuberRegressor(),4,upperarm
upperarm_jerk_med,0.13066272839541476,HuberRegressor(),4,upperarm
upperarm_jerk_max,0.08491392759270219,HuberRegressor(),4,upperarm
upperarm_acc_mean,885.64276,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_rms,820.98444,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_std,128.48897,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_mad,92.596695,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_med,38.547848,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_perc25,33.982525,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_perc75,28.676796,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_rms,7.09079,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_mean,3.927719,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_std,3.7966156,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_min,2.2414222,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_med,2.0787277,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_perc75,1.9845581,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_max,1.9512539,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_min,1.3507128,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_mad,1.2874832,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_perc25,1.1242371,LinearRegression(n_jobs=-1),4,upperarm
upperarm_jerk_max,0.10101318,LinearRegression(n_jobs=-1),4,upperarm
upperarm_acc_max,0.2260379334093958,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_mad,0.11502617218955347,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_rms,0.1088639989127669,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_med,0.10612547760878421,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_med,0.08468856159337333,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_std,0.06596981547498443,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.05549965037572682,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_perc25,0.05347257457136868,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_mean,0.03753790949757706,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_min,0.03488006047278557,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_min,0.024046755834491475,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.023758535580471866,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_perc75,0.016444373754554997,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_max,0.012453815073691733,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_std,0.010132008696074718,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_mad,0.010008248606810679,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,0.009444243396647295,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_acc_mean,0.005609864950940961,AdaBoostRegressor(random_state=5888),4,upperarm
upperarm_jerk_rms,0.3702305741352295,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_max,0.14999601099384396,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_med,0.12201972110234065,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_med,0.07599972525520741,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_mean,0.052640701208876366,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_mean,0.03173532571305922,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_min,0.024809749148665076,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_perc25,0.024539765146673255,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.019406323121757493,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_std,0.01750030545679809,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_perc75,0.017334206194492153,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_max,0.017122212466886156,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_min,0.016791207417196436,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_mad,0.013007368003933635,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,0.012790480626069438,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.012172836086304987,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_acc_std,0.011655156400158743,GradientBoostingRegressor(random_state=5888),4,upperarm
upperarm_jerk_mad,0.01024833152250744,GradientBoostingRegressor(random_state=5888),4,upperarm
error,0,KNeighborsRegressor(n_jobs=-1),4,upperarm
upperarm_jerk_max,0.07277147,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_mean,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_rms,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_med,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_min,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_std,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_mad,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_rms,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_mean,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_perc75,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_perc25,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_med,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_max,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_min,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_std,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_acc_mad,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.0,ElasticNet(random_state=5888),4,upperarm
upperarm_jerk_max,0.06619963,Lasso(random_state=5888),4,upperarm
upperarm_acc_mean,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_rms,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_med,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_min,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_std,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_mad,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_rms,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_mean,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_perc75,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_perc25,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_med,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_max,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_min,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_std,0.0,Lasso(random_state=5888),4,upperarm
upperarm_acc_mad,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.0,Lasso(random_state=5888),4,upperarm
upperarm_jerk_max,0.06619963,LassoLars(random_state=5888),4,upperarm
upperarm_acc_mean,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_rms,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_med,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_min,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_std,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_mad,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_rms,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_mean,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_perc75,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_perc25,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_med,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_max,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_min,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_std,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_acc_mad,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.0,LassoLars(random_state=5888),4,upperarm
upperarm_jerk_max,0.08037487,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_mean,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_rms,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_perc25,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_med,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_min,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_std,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_mad,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_rms,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_mean,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_perc75,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_perc25,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_med,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_max,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_min,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_std,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_acc_mad,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_perc75,0.0,OrthogonalMatchingPursuit(),4,upperarm
upperarm_jerk_perc25,41,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_max,31,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_std,29,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_rms,29,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_min,28,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_med,22,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_mad,17,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_mean,15,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_perc25,14,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_perc75,14,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_max,11,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_mean,11,LGBMRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,9,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc75,9,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_min,8,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_mad,8,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_med,8,LGBMRegressor(random_state=5888),4,upperarm
upperarm_jerk_std,6,LGBMRegressor(random_state=5888),4,upperarm
error,0,DummyRegressor(),4,upperarm
upperarm_jerk_rms,0.4650952878594147,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_med,0.17842681958437448,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_med,0.12648957067455455,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_mean,0.064747527396788,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_max,0.04181499937355646,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_std,0.02819370735405608,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_min,0.019337711816501096,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_perc75,0.015356847473981658,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_max,0.014235058124842059,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.014215314632297199,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_perc25,0.013346600960323503,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_mean,0.008661813544516582,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.005656198874745624,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_min,0.004422542330048005,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_mad,0.0,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,0.0,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_std,0.0,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_acc_mad,0.0,DecisionTreeRegressor(random_state=5888),4,upperarm
upperarm_jerk_rms,0.15914695202828058,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_mean,0.1205918347187371,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.10770537209805753,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_std,0.10440190993269696,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_perc25,0.08448518095376363,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_med,0.07838208299817422,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_mad,0.06498708482990974,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_min,0.005440539259399792,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_max,0.00537358383548334,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_perc25,0.0016664535708702205,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_perc75,0.0016398383056459576,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_jerk_min,0.001609709596144924,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_mad,0.0009043094123161202,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,0.0008943000644110002,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_max,0.0007619643011843631,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_mean,0.0007504003468217851,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_med,0.0006771032235226373,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_std,0.0003511912265039409,PassiveAggressiveRegressor(random_state=5888),4,upperarm
upperarm_acc_rms,535.7232,Lars(random_state=5888),4,upperarm
upperarm_acc_mean,511.0255,Lars(random_state=5888),4,upperarm
upperarm_acc_std,139.99722,Lars(random_state=5888),4,upperarm
upperarm_acc_med,130.38077,Lars(random_state=5888),4,upperarm
upperarm_jerk_rms,48.006447,Lars(random_state=5888),4,upperarm
upperarm_jerk_mean,41.899715,Lars(random_state=5888),4,upperarm
upperarm_jerk_std,39.44603,Lars(random_state=5888),4,upperarm
upperarm_acc_mad,19.250347,Lars(random_state=5888),4,upperarm
upperarm_acc_perc75,15.396367,Lars(random_state=5888),4,upperarm
upperarm_jerk_mad,8.635782,Lars(random_state=5888),4,upperarm
upperarm_jerk_med,5.3680873,Lars(random_state=5888),4,upperarm
upperarm_jerk_min,3.9610791,Lars(random_state=5888),4,upperarm
upperarm_acc_perc25,3.1561265,Lars(random_state=5888),4,upperarm
upperarm_acc_max,2.035402,Lars(random_state=5888),4,upperarm
upperarm_jerk_perc25,2.0289907,Lars(random_state=5888),4,upperarm
upperarm_acc_min,0.93995905,Lars(random_state=5888),4,upperarm
upperarm_jerk_perc75,0.50778466,Lars(random_state=5888),4,upperarm
upperarm_jerk_max,0.18869981,Lars(random_state=5888),4,upperarm
upperarm_acc_perc75,0.11627501296842888,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_std,0.1043093029803703,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_mad,0.09261010543646936,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_mean,0.07145786982951287,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_perc25,0.0705436782807658,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_min,0.053937878873893466,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_med,0.0513939915582688,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_rms,0.05111863530933911,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_perc25,0.047985642250006025,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_rms,0.04447142376533825,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_min,0.04341557108900797,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_mad,0.04161002177653864,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_max,0.041186933879992144,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_perc75,0.04009953737464476,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_mean,0.03651262339463468,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_max,0.03229593101231546,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_std,0.030714111748775443,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_med,0.03006172847169808,"ExtraTreesRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_perc75,0.19683577277657563,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_mad,0.16896602640797947,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_perc25,0.0945851738722554,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_perc25,0.08240578034196935,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_min,0.05824080975544004,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_min,0.05592813560172654,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_std,0.04059539180934676,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_med,0.039642056035775114,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_mean,0.03582235678720813,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_mean,0.035651821844075275,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_max,0.031648725405306465,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_med,0.03156189834488103,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_mad,0.026306130231088746,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_max,0.025742049018193533,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_std,0.02364380909283654,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_acc_rms,0.023536994025334563,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_perc75,0.014604622366442936,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_rms,0.014282446283564558,"RandomForestRegressor(n_jobs=-1, random_state=4566)",5,upperarm
upperarm_jerk_min,3.664031815157425,HuberRegressor(),5,upperarm
upperarm_acc_min,1.339053338605271,HuberRegressor(),5,upperarm
upperarm_acc_perc75,1.1370673001275076,HuberRegressor(),5,upperarm
upperarm_acc_med,0.6196090155650092,HuberRegressor(),5,upperarm
upperarm_jerk_mean,0.5146057393084397,HuberRegressor(),5,upperarm
upperarm_acc_max,0.48105928280938925,HuberRegressor(),5,upperarm
upperarm_acc_mean,0.43094184065960817,HuberRegressor(),5,upperarm
upperarm_jerk_rms,0.4125745612780386,HuberRegressor(),5,upperarm
upperarm_acc_rms,0.4035228257457023,HuberRegressor(),5,upperarm
upperarm_jerk_med,0.3787389784071677,HuberRegressor(),5,upperarm
upperarm_acc_perc25,0.3574251239533946,HuberRegressor(),5,upperarm
upperarm_jerk_mad,0.2856294818009135,HuberRegressor(),5,upperarm
upperarm_acc_std,0.21748359676956233,HuberRegressor(),5,upperarm
upperarm_jerk_std,0.20991096298348377,HuberRegressor(),5,upperarm
upperarm_acc_mad,0.2037269095368261,HuberRegressor(),5,upperarm
upperarm_jerk_perc25,0.09512923857252535,HuberRegressor(),5,upperarm
upperarm_jerk_perc75,0.05458273299022479,HuberRegressor(),5,upperarm
upperarm_jerk_max,0.017269349301797732,HuberRegressor(),5,upperarm
upperarm_acc_mean,303.37305,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_rms,261.0384,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_mad,132.58727,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_perc25,48.34029,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_perc75,41.463608,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_std,32.870358,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_med,20.162058,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_rms,7.03516,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_min,6.460297,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_std,6.247944,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_mean,3.9275322,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_med,1.7942467,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_min,0.505682,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_perc75,0.4210472,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_perc25,0.35402298,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_max,0.22566676,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_mad,0.17139816,LinearRegression(n_jobs=-1),5,upperarm
upperarm_jerk_max,0.023376465,LinearRegression(n_jobs=-1),5,upperarm
upperarm_acc_min,0.4122877,Ridge(random_state=4566),5,upperarm
upperarm_jerk_min,0.19218345,Ridge(random_state=4566),5,upperarm
upperarm_jerk_rms,0.17929922,Ridge(random_state=4566),5,upperarm
upperarm_jerk_perc25,0.16627984,Ridge(random_state=4566),5,upperarm
