Feature,Value,Model,Subject
trunk_acc_rms,2.657127759415526e-18,PassiveAggressiveRegressor(random_state=1417),2
trunk_acc_med,2.5350294154139683e-18,PassiveAggressiveRegressor(random_state=1417),2
trunk_acc_std,1.7605685983015487e-18,PassiveAggressiveRegressor(random_state=1417),2
upperarm_acc_rms,1.6480522739899977e-18,PassiveAggressiveRegressor(random_state=1417),2
trunk_acc_perc75,1.5292570490643107e-18,PassiveAggressiveRegressor(random_state=1417),2
trunk_acc_mad,1.392504469267211e-18,PassiveAggressiveRegressor(random_state=1417),2
upperarm_acc_mean,1.0914772100393671e-18,PassiveAggressiveRegressor(random_state=1417),2
upperarm_acc_med,1.0467760010971933e-18,PassiveAggressiveRegressor(random_state=1417),2
trunk_acc_mean,6211005370.630036,Lars(random_state=1417),2
trunk_acc_rms,6172047102.164259,Lars(random_state=1417),2
upperarm_acc_mean,830401765.5684584,Lars(random_state=1417),2
upperarm_acc_rms,823554634.785106,Lars(random_state=1417),2
trunk_acc_std,280117942.7795162,Lars(random_state=1417),2
upperarm_acc_std,117327844.23368293,Lars(random_state=1417),2
trunk_acc_mad,43059984.50172874,Lars(random_state=1417),2
wrist_acc_mean,41773187.34807732,Lars(random_state=1417),2
wrist_acc_rms,41342751.64962192,Lars(random_state=1417),2
trunk_acc_perc75,33441284.52054032,Lars(random_state=1417),2
trunk_acc_med,23469792.814933665,Lars(random_state=1417),2
upperarm_acc_mad,18380799.831081085,Lars(random_state=1417),2
wrist_acc_std,18124350.589452066,Lars(random_state=1417),2
wrist_acc_mad,12111268.805983579,Lars(random_state=1417),2
trunk_acc_perc25,6748697.0050273845,Lars(random_state=1417),2
upperarm_jerk_rms,6286022.196670735,Lars(random_state=1417),2
upperarm_acc_perc75,5229684.031251548,Lars(random_state=1417),2
upperarm_jerk_mean,4464998.08233964,Lars(random_state=1417),2
trunk_jerk_rms,4355654.651759614,Lars(random_state=1417),2
trunk_jerk_mean,4119536.2603905518,Lars(random_state=1417),2
upperarm_jerk_std,4066203.319171274,Lars(random_state=1417),2
trunk_jerk_std,2935736.3117528395,Lars(random_state=1417),2
wrist_jerk_rms,2664933.2583803153,Lars(random_state=1417),2
upperarm_acc_perc25,2425816.2590812505,Lars(random_state=1417),2
wrist_acc_perc25,2183164.800733033,Lars(random_state=1417),2
wrist_jerk_std,2109205.0956604085,Lars(random_state=1417),2
upperarm_acc_med,2036327.332616756,Lars(random_state=1417),2
wrist_jerk_mean,1393228.3768119628,Lars(random_state=1417),2
upperarm_jerk_min,1215169.1662416342,Lars(random_state=1417),2
wrist_acc_perc75,954145.448009641,Lars(random_state=1417),2
wrist_jerk_min,815168.4564077882,Lars(random_state=1417),2
upperarm_jerk_mad,743462.946305682,Lars(random_state=1417),2
weight,727190.8285691238,Lars(random_state=1417),2
trunk_jerk_mad,716323.6748548961,Lars(random_state=1417),2
wrist_acc_med,597969.878905818,Lars(random_state=1417),2
trunk_jerk_med,341323.50387908524,Lars(random_state=1417),2
trunk_jerk_perc25,215236.12683074217,Lars(random_state=1417),2
wrist_acc_min,201538.04970499733,Lars(random_state=1417),2
upperarm_acc_min,196371.57734550725,Lars(random_state=1417),2
trunk_acc_max,176752.60917246982,Lars(random_state=1417),2
wrist_jerk_mad,173328.09294509495,Lars(random_state=1417),2
wrist_jerk_med,153409.72145677838,Lars(random_state=1417),2
trunk_jerk_min,152106.10252220434,Lars(random_state=1417),2
trunk_acc_min,128366.94549683202,Lars(random_state=1417),2
wrist_jerk_perc25,126617.86165093856,Lars(random_state=1417),2
pace,125197.46698384095,Lars(random_state=1417),2
wrist_acc_max,115457.86526540402,Lars(random_state=1417),2
upperarm_jerk_perc75,110333.92486088103,Lars(random_state=1417),2
trunk_jerk_perc75,97851.16895939069,Lars(random_state=1417),2
upperarm_jerk_med,74875.99179684058,Lars(random_state=1417),2
wrist_jerk_perc75,56046.55961260579,Lars(random_state=1417),2
upperarm_acc_max,32386.523369656497,Lars(random_state=1417),2
upperarm_jerk_perc25,23170.565775929503,Lars(random_state=1417),2
upperarm_jerk_max,4680.720578236043,Lars(random_state=1417),2
trunk_jerk_max,4102.9467867003295,Lars(random_state=1417),2
wrist_jerk_max,2938.9689172264475,Lars(random_state=1417),2
wrist_acc_length,47.961324982317116,Lars(random_state=1417),2
wrist_acc_time,0.1738967133342885,Lars(random_state=1417),2
error,0,KNeighborsRegressor(n_jobs=-1),3
wrist_acc_time,0.38645900145551465,GradientBoostingRegressor(random_state=2068),3
trunk_acc_mad,0.11680168565031553,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_perc75,0.08292795971399329,GradientBoostingRegressor(random_state=2068),3
wrist_acc_med,0.06700778105716428,GradientBoostingRegressor(random_state=2068),3
wrist_acc_max,0.03861137099881298,GradientBoostingRegressor(random_state=2068),3
wrist_acc_perc25,0.033632280923432796,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_med,0.030223010523673908,GradientBoostingRegressor(random_state=2068),3
trunk_acc_med,0.02484779226870715,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_mean,0.024130153991634543,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_max,0.023696524759111118,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_min,0.019825603074926434,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_std,0.019241550743292913,GradientBoostingRegressor(random_state=2068),3
trunk_acc_std,0.016874802639004316,GradientBoostingRegressor(random_state=2068),3
trunk_acc_min,0.011762917963799985,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_mean,0.009717718428262356,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_max,0.008217458617348239,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_rms,0.007590841699009001,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_mad,0.0074145745051360425,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_mean,0.006945579900398085,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_med,0.006902010110921018,GradientBoostingRegressor(random_state=2068),3
trunk_acc_perc75,0.006101891486646785,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_perc75,0.005789871439774467,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_mean,0.005357704595238318,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_mad,0.005252030952144803,GradientBoostingRegressor(random_state=2068),3
wrist_acc_perc75,0.004908064380977309,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_std,0.0038944950670427437,GradientBoostingRegressor(random_state=2068),3
wrist_acc_min,0.0036107558603678063,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_rms,0.003221782606056364,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_rms,0.0027291374913276075,GradientBoostingRegressor(random_state=2068),3
trunk_acc_rms,0.002123894230873426,GradientBoostingRegressor(random_state=2068),3
wrist_acc_mean,0.0016809727601337253,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_mad,0.0016166773102317478,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_min,0.0014555781389285647,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_max,0.0011709545306691908,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_rms,0.0010618230747675224,GradientBoostingRegressor(random_state=2068),3
trunk_acc_mean,0.0008297025707528897,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_perc75,0.0006861137083914055,GradientBoostingRegressor(random_state=2068),3
trunk_acc_perc25,0.0006557902828986986,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_min,0.0005955102847289574,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_mad,0.0005616058345480597,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_perc75,0.0005340805173980946,GradientBoostingRegressor(random_state=2068),3
wrist_acc_length,0.0005318574661679009,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_perc25,0.00040854173056307814,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_min,0.0004041250998647341,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_std,0.0003297566646595509,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_std,0.00030594048485876136,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_perc25,0.00029437909253657676,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_med,0.0002666111597261447,GradientBoostingRegressor(random_state=2068),3
trunk_acc_max,0.00021953129492728685,GradientBoostingRegressor(random_state=2068),3
upperarm_acc_max,0.00013548019313481887,GradientBoostingRegressor(random_state=2068),3
trunk_jerk_perc25,0.00012175823936850547,GradientBoostingRegressor(random_state=2068),3
wrist_acc_mad,0.00010649521008155356,GradientBoostingRegressor(random_state=2068),3
wrist_acc_rms,8.860116587488337e-05,GradientBoostingRegressor(random_state=2068),3
wrist_jerk_perc25,4.292147277161433e-05,GradientBoostingRegressor(random_state=2068),3
weight,3.358411585470865e-05,GradientBoostingRegressor(random_state=2068),3
upperarm_jerk_med,3.22714503618697e-05,GradientBoostingRegressor(random_state=2068),3
wrist_acc_std,8.979702668605576e-06,GradientBoostingRegressor(random_state=2068),3
pace,1.0930822230463932e-07,GradientBoostingRegressor(random_state=2068),3
wrist_acc_time,0.3679772221695895,DecisionTreeRegressor(random_state=2068),3
trunk_acc_mad,0.2718599812685745,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_med,0.0811661863958689,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_perc25,0.061267814862838874,DecisionTreeRegressor(random_state=2068),3
trunk_acc_med,0.05659945337078689,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_mean,0.05154813862955329,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_std,0.016247059248435353,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_med,0.0153663156967267,DecisionTreeRegressor(random_state=2068),3
wrist_acc_std,0.0150330260022449,DecisionTreeRegressor(random_state=2068),3
trunk_acc_perc25,0.01453038388578923,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_rms,0.011214132921036296,DecisionTreeRegressor(random_state=2068),3
wrist_acc_perc25,0.010004111781723128,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_rms,0.007738895042575851,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_perc25,0.004010739359763591,DecisionTreeRegressor(random_state=2068),3
trunk_acc_min,0.004001644712689249,DecisionTreeRegressor(random_state=2068),3
trunk_acc_perc75,0.003601480241420326,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_perc75,0.0017149905911525043,DecisionTreeRegressor(random_state=2068),3
weight,0.001600657885075701,DecisionTreeRegressor(random_state=2068),3
wrist_acc_min,0.0011254625754438519,DecisionTreeRegressor(random_state=2068),3
trunk_acc_std,0.0010913576489151701,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_perc75,0.0009003700603550814,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_max,0.0008003289425377705,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_mad,0.0006002467069033876,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_std,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_perc75,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_med,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_min,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_mad,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_perc75,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_std,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_rms,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_min,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_max,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_jerk_mean,0.0,DecisionTreeRegressor(random_state=2068),3
upperarm_acc_perc25,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_mean,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_max,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_min,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_mean,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_rms,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_mad,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_max,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_med,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_perc75,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_mean,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_rms,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_mad,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_min,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_max,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_med,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_jerk_perc25,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_acc_mean,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_acc_rms,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_acc_max,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_length,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_mad,0.0,DecisionTreeRegressor(random_state=2068),3
trunk_jerk_std,0.0,DecisionTreeRegressor(random_state=2068),3
pace,0.0,DecisionTreeRegressor(random_state=2068),3
wrist_acc_time,0.2603043383745907,AdaBoostRegressor(random_state=2068),3
trunk_acc_perc75,0.09357470810827552,AdaBoostRegressor(random_state=2068),3
wrist_acc_perc25,0.06270242995126746,AdaBoostRegressor(random_state=2068),3
wrist_acc_max,0.06261571342465143,AdaBoostRegressor(random_state=2068),3
wrist_acc_med,0.055567933604385056,AdaBoostRegressor(random_state=2068),3
wrist_jerk_max,0.052800326051655876,AdaBoostRegressor(random_state=2068),3
wrist_jerk_med,0.046838530456091425,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_std,0.038856423604772664,AdaBoostRegressor(random_state=2068),3
trunk_acc_mad,0.03638731932843843,AdaBoostRegressor(random_state=2068),3
wrist_jerk_std,0.03049306416004423,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_min,0.027562281041376726,AdaBoostRegressor(random_state=2068),3
trunk_acc_std,0.025418737632663908,AdaBoostRegressor(random_state=2068),3
wrist_jerk_rms,0.02129585645794124,AdaBoostRegressor(random_state=2068),3
wrist_jerk_mad,0.01790628613147712,AdaBoostRegressor(random_state=2068),3
upperarm_acc_rms,0.017397921394146934,AdaBoostRegressor(random_state=2068),3
trunk_jerk_perc25,0.01206930049824775,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_max,0.011777325698631491,AdaBoostRegressor(random_state=2068),3
upperarm_acc_perc75,0.010675530799246928,AdaBoostRegressor(random_state=2068),3
trunk_acc_rms,0.009051769371293202,AdaBoostRegressor(random_state=2068),3
wrist_acc_perc75,0.008481693433838559,AdaBoostRegressor(random_state=2068),3
wrist_acc_min,0.008064030794824626,AdaBoostRegressor(random_state=2068),3
wrist_acc_length,0.007631604406365514,AdaBoostRegressor(random_state=2068),3
wrist_jerk_mean,0.007481517298906026,AdaBoostRegressor(random_state=2068),3
trunk_jerk_max,0.007231604627355092,AdaBoostRegressor(random_state=2068),3
trunk_acc_max,0.005764248162234384,AdaBoostRegressor(random_state=2068),3
trunk_acc_min,0.005200575994630468,AdaBoostRegressor(random_state=2068),3
upperarm_acc_std,0.004850230653130129,AdaBoostRegressor(random_state=2068),3
trunk_acc_med,0.004784178705623332,AdaBoostRegressor(random_state=2068),3
trunk_jerk_perc75,0.004754382856905194,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_mad,0.004669653333523572,AdaBoostRegressor(random_state=2068),3
trunk_acc_mean,0.003976694761801524,AdaBoostRegressor(random_state=2068),3
wrist_jerk_perc25,0.0036663176678382245,AdaBoostRegressor(random_state=2068),3
upperarm_acc_max,0.0036562745424140986,AdaBoostRegressor(random_state=2068),3
upperarm_acc_med,0.0033476339648627227,AdaBoostRegressor(random_state=2068),3
upperarm_acc_mad,0.0029445843939225128,AdaBoostRegressor(random_state=2068),3
wrist_acc_std,0.0028645876553371388,AdaBoostRegressor(random_state=2068),3
trunk_acc_perc25,0.002795920806168436,AdaBoostRegressor(random_state=2068),3
trunk_jerk_std,0.0026993091929137635,AdaBoostRegressor(random_state=2068),3
wrist_acc_mad,0.0020012743784608984,AdaBoostRegressor(random_state=2068),3
upperarm_acc_mean,0.0017964938692133635,AdaBoostRegressor(random_state=2068),3
wrist_acc_rms,0.0016142772008803125,AdaBoostRegressor(random_state=2068),3
upperarm_acc_perc25,0.0013484807413805674,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_perc25,0.0013292114781328457,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_rms,0.0011898642919046004,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_mean,0.0008636859782001421,AdaBoostRegressor(random_state=2068),3
trunk_jerk_mad,0.0007113413514120872,AdaBoostRegressor(random_state=2068),3
trunk_jerk_mean,0.00032749144691757495,AdaBoostRegressor(random_state=2068),3
wrist_jerk_min,0.0002561787298371672,AdaBoostRegressor(random_state=2068),3
wrist_jerk_perc75,0.00018523522472399523,AdaBoostRegressor(random_state=2068),3
trunk_jerk_rms,9.697123453328203e-05,AdaBoostRegressor(random_state=2068),3
upperarm_acc_min,6.344808849528374e-05,AdaBoostRegressor(random_state=2068),3
wrist_acc_mean,5.5206644114495864e-05,AdaBoostRegressor(random_state=2068),3
trunk_jerk_med,0.0,AdaBoostRegressor(random_state=2068),3
trunk_jerk_min,0.0,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_med,0.0,AdaBoostRegressor(random_state=2068),3
upperarm_jerk_perc75,0.0,AdaBoostRegressor(random_state=2068),3
weight,0.0,AdaBoostRegressor(random_state=2068),3
pace,0.0,AdaBoostRegressor(random_state=2068),3
wrist_acc_time,0.3152489291336345,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_perc75,0.09447826961524806,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_mad,0.07853774779916997,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_med,0.050408794309972395,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_perc75,0.03706015521386972,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_std,0.03397016405998476,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_perc25,0.03379855842481172,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_med,0.022576781992693185,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_max,0.021261073315056722,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_med,0.018831755077832517,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_max,0.016195264597884076,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_perc75,0.016175556733695258,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_rms,0.015725685766560353,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_std,0.015510723624222407,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_std,0.012069630076777815,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_mad,0.012004290152397627,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_min,0.01195485844795578,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_perc25,0.011527947140698472,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_max,0.011233331130922198,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_min,0.011050114518394383,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_mean,0.010098012564103667,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_perc25,0.009995560534807605,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_mean,0.00823339949696127,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_rms,0.008142345162165934,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_mad,0.00779656643407966,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_perc25,0.007413452746881227,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_std,0.00735738936115552,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_mean,0.006491839020152776,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_perc75,0.006381473235482544,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_min,0.005976338996257174,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_mad,0.005746046466635046,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_perc25,0.005402629108746177,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_med,0.005249097170342962,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_mean,0.005158356617538854,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_mean,0.004956466772871842,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_max,0.004539097375433646,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_std,0.004514311079034559,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_med,0.004267698440231051,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_min,0.003693326355922354,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_perc25,0.0035420411476440095,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_min,0.003164448533729508,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_rms,0.0030783759887886945,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_rms,0.0029632181261146956,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_std,0.0026581103435885703,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_max,0.002641303804582928,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_min,0.002398284635861877,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_max,0.0023805722910220112,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_length,0.0022830661577811703,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_rms,0.0022735961527561867,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_mad,0.0020249895772582265,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_mad,0.0018622616653657309,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_rms,0.001749841422494295,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_perc75,0.001577337300093751,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_perc75,0.001482499309856975,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_mean,0.0014009855482765873,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_med,0.0011032373163424299,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
weight,0.0003245723317678447,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
pace,5.822027608881316e-05,"RandomForestRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_time,0.1352571659399499,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_perc75,0.0766746957715356,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_med,0.05954634953863251,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_med,0.04078527862600375,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_std,0.04055387122039037,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_max,0.0388004977387121,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_mad,0.036384491618144436,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_max,0.033878813508692936,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_perc75,0.031737686408670376,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_rms,0.03074303172508613,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_perc75,0.02995328995662547,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_perc25,0.02483875082438738,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_med,0.022738061989125837,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_mean,0.019959246558505752,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_rms,0.018081919468189395,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_mean,0.01800482499665928,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_mean,0.017492188521265058,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_mean,0.016184377623759634,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_max,0.015155023202308358,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_perc25,0.015071937508608363,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_med,0.012987899656244055,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_std,0.012802982391439682,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_med,0.012099314891187934,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_perc25,0.010636150040267007,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_rms,0.010455956305179653,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_perc25,0.010218144866411044,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_min,0.009973347827763043,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_mean,0.00972025094277264,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_jerk_mad,0.009475367641183641,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_std,0.009472120588767601,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_max,0.008946074786330865,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_mad,0.008501577590250725,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_perc25,0.00832949166189265,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_min,0.007951908228895606,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_jerk_mad,0.007771922350695296,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
upperarm_acc_perc75,0.00708109029413397,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
wrist_acc_min,0.006967719223058914,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_perc25,0.00684058011218651,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_acc_max,0.006741380702414699,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
trunk_jerk_min,0.006662320597853606,"ExtraTreesRegressor(n_jobs=-1, random_state=2068)",3
