Feature,Value,Model,Subject
weight,0.0,GradientBoostingRegressor(random_state=2945),8
pace,0.0,GradientBoostingRegressor(random_state=2945),8
wrist_jerk_max,0.005527154392118758,Lasso(random_state=2945),8
wrist_acc_time,1.0313415951362282e-07,Lasso(random_state=2945),8
upperarm_acc_max,0.0,Lasso(random_state=2945),8
trunk_jerk_std,0.0,Lasso(random_state=2945),8
trunk_jerk_min,0.0,Lasso(random_state=2945),8
trunk_jerk_max,0.0,Lasso(random_state=2945),8
trunk_jerk_med,0.0,Lasso(random_state=2945),8
trunk_jerk_perc25,0.0,Lasso(random_state=2945),8
trunk_jerk_perc75,0.0,Lasso(random_state=2945),8
upperarm_acc_mean,0.0,Lasso(random_state=2945),8
upperarm_acc_rms,0.0,Lasso(random_state=2945),8
upperarm_acc_mad,0.0,Lasso(random_state=2945),8
upperarm_acc_std,0.0,Lasso(random_state=2945),8
upperarm_acc_min,0.0,Lasso(random_state=2945),8
upperarm_acc_med,0.0,Lasso(random_state=2945),8
trunk_jerk_rms,0.0,Lasso(random_state=2945),8
upperarm_acc_perc25,0.0,Lasso(random_state=2945),8
upperarm_acc_perc75,0.0,Lasso(random_state=2945),8
upperarm_jerk_mean,0.0,Lasso(random_state=2945),8
upperarm_jerk_rms,0.0,Lasso(random_state=2945),8
upperarm_jerk_mad,0.0,Lasso(random_state=2945),8
upperarm_jerk_std,0.0,Lasso(random_state=2945),8
upperarm_jerk_min,0.0,Lasso(random_state=2945),8
upperarm_jerk_max,0.0,Lasso(random_state=2945),8
upperarm_jerk_med,0.0,Lasso(random_state=2945),8
upperarm_jerk_perc25,0.0,Lasso(random_state=2945),8
upperarm_jerk_perc75,0.0,Lasso(random_state=2945),8
weight,0.0,Lasso(random_state=2945),8
trunk_jerk_mad,0.0,Lasso(random_state=2945),8
trunk_jerk_mean,0.0,Lasso(random_state=2945),8
wrist_acc_length,0.0,Lasso(random_state=2945),8
trunk_acc_perc75,0.0,Lasso(random_state=2945),8
wrist_acc_mean,0.0,Lasso(random_state=2945),8
wrist_acc_rms,0.0,Lasso(random_state=2945),8
wrist_acc_mad,0.0,Lasso(random_state=2945),8
wrist_acc_std,0.0,Lasso(random_state=2945),8
wrist_acc_min,0.0,Lasso(random_state=2945),8
wrist_acc_max,0.0,Lasso(random_state=2945),8
wrist_acc_med,0.0,Lasso(random_state=2945),8
wrist_acc_perc25,0.0,Lasso(random_state=2945),8
wrist_acc_perc75,0.0,Lasso(random_state=2945),8
wrist_jerk_mean,0.0,Lasso(random_state=2945),8
wrist_jerk_rms,0.0,Lasso(random_state=2945),8
wrist_jerk_mad,0.0,Lasso(random_state=2945),8
wrist_jerk_std,0.0,Lasso(random_state=2945),8
wrist_jerk_min,0.0,Lasso(random_state=2945),8
wrist_jerk_med,0.0,Lasso(random_state=2945),8
wrist_jerk_perc25,0.0,Lasso(random_state=2945),8
wrist_jerk_perc75,0.0,Lasso(random_state=2945),8
trunk_acc_mean,0.0,Lasso(random_state=2945),8
trunk_acc_rms,0.0,Lasso(random_state=2945),8
trunk_acc_mad,0.0,Lasso(random_state=2945),8
trunk_acc_std,0.0,Lasso(random_state=2945),8
trunk_acc_min,0.0,Lasso(random_state=2945),8
trunk_acc_max,0.0,Lasso(random_state=2945),8
trunk_acc_med,0.0,Lasso(random_state=2945),8
trunk_acc_perc25,0.0,Lasso(random_state=2945),8
pace,0.0,Lasso(random_state=2945),8
wrist_jerk_max,0.005527154472252979,LassoLars(random_state=2945),8
wrist_acc_time,1.0313416150052083e-07,LassoLars(random_state=2945),8
upperarm_acc_max,0.0,LassoLars(random_state=2945),8
trunk_jerk_std,0.0,LassoLars(random_state=2945),8
trunk_jerk_min,0.0,LassoLars(random_state=2945),8
trunk_jerk_max,0.0,LassoLars(random_state=2945),8
trunk_jerk_med,0.0,LassoLars(random_state=2945),8
trunk_jerk_perc25,0.0,LassoLars(random_state=2945),8
trunk_jerk_perc75,0.0,LassoLars(random_state=2945),8
upperarm_acc_mean,0.0,LassoLars(random_state=2945),8
upperarm_acc_rms,0.0,LassoLars(random_state=2945),8
upperarm_acc_mad,0.0,LassoLars(random_state=2945),8
upperarm_acc_std,0.0,LassoLars(random_state=2945),8
upperarm_acc_min,0.0,LassoLars(random_state=2945),8
upperarm_acc_med,0.0,LassoLars(random_state=2945),8
trunk_jerk_rms,0.0,LassoLars(random_state=2945),8
upperarm_acc_perc25,0.0,LassoLars(random_state=2945),8
upperarm_acc_perc75,0.0,LassoLars(random_state=2945),8
upperarm_jerk_mean,0.0,LassoLars(random_state=2945),8
upperarm_jerk_rms,0.0,LassoLars(random_state=2945),8
upperarm_jerk_mad,0.0,LassoLars(random_state=2945),8
upperarm_jerk_std,0.0,LassoLars(random_state=2945),8
upperarm_jerk_min,0.0,LassoLars(random_state=2945),8
upperarm_jerk_max,0.0,LassoLars(random_state=2945),8
upperarm_jerk_med,0.0,LassoLars(random_state=2945),8
upperarm_jerk_perc25,0.0,LassoLars(random_state=2945),8
upperarm_jerk_perc75,0.0,LassoLars(random_state=2945),8
weight,0.0,LassoLars(random_state=2945),8
trunk_jerk_mad,0.0,LassoLars(random_state=2945),8
trunk_jerk_mean,0.0,LassoLars(random_state=2945),8
wrist_acc_length,0.0,LassoLars(random_state=2945),8
trunk_acc_perc75,0.0,LassoLars(random_state=2945),8
wrist_acc_mean,0.0,LassoLars(random_state=2945),8
wrist_acc_rms,0.0,LassoLars(random_state=2945),8
wrist_acc_mad,0.0,LassoLars(random_state=2945),8
wrist_acc_std,0.0,LassoLars(random_state=2945),8
wrist_acc_min,0.0,LassoLars(random_state=2945),8
wrist_acc_max,0.0,LassoLars(random_state=2945),8
wrist_acc_med,0.0,LassoLars(random_state=2945),8
wrist_acc_perc25,0.0,LassoLars(random_state=2945),8
wrist_acc_perc75,0.0,LassoLars(random_state=2945),8
wrist_jerk_mean,0.0,LassoLars(random_state=2945),8
wrist_jerk_rms,0.0,LassoLars(random_state=2945),8
wrist_jerk_mad,0.0,LassoLars(random_state=2945),8
wrist_jerk_std,0.0,LassoLars(random_state=2945),8
wrist_jerk_min,0.0,LassoLars(random_state=2945),8
wrist_jerk_med,0.0,LassoLars(random_state=2945),8
wrist_jerk_perc25,0.0,LassoLars(random_state=2945),8
wrist_jerk_perc75,0.0,LassoLars(random_state=2945),8
trunk_acc_mean,0.0,LassoLars(random_state=2945),8
trunk_acc_rms,0.0,LassoLars(random_state=2945),8
trunk_acc_mad,0.0,LassoLars(random_state=2945),8
trunk_acc_std,0.0,LassoLars(random_state=2945),8
trunk_acc_min,0.0,LassoLars(random_state=2945),8
trunk_acc_max,0.0,LassoLars(random_state=2945),8
trunk_acc_med,0.0,LassoLars(random_state=2945),8
trunk_acc_perc25,0.0,LassoLars(random_state=2945),8
pace,0.0,LassoLars(random_state=2945),8
wrist_acc_length,7.202754223439984e-05,HuberRegressor(),8
wrist_jerk_max,1.0057398006302915e-06,HuberRegressor(),8
upperarm_jerk_max,5.784666645953756e-07,HuberRegressor(),8
trunk_jerk_max,4.057778496678769e-07,HuberRegressor(),8
wrist_jerk_perc75,2.1162578223823116e-07,HuberRegressor(),8
wrist_jerk_rms,1.5916877906792106e-07,HuberRegressor(),8
pace,1.5392027935122303e-07,HuberRegressor(),8
upperarm_jerk_perc75,1.2602777425762292e-07,HuberRegressor(),8
upperarm_jerk_rms,1.2128448078402151e-07,HuberRegressor(),8
wrist_jerk_mean,1.1783010076322325e-07,HuberRegressor(),8
wrist_jerk_std,1.118140850580484e-07,HuberRegressor(),8
wrist_jerk_mad,9.409293023097611e-08,HuberRegressor(),8
upperarm_jerk_std,9.047219514774758e-08,HuberRegressor(),8
wrist_jerk_med,8.169451142333132e-08,HuberRegressor(),8
upperarm_jerk_mean,8.131403766693427e-08,HuberRegressor(),8
upperarm_jerk_mad,7.072941313426736e-08,HuberRegressor(),8
upperarm_jerk_med,5.138568679203256e-08,HuberRegressor(),8
trunk_jerk_rms,4.1744703299928724e-08,HuberRegressor(),8
trunk_jerk_std,3.946815065805407e-08,HuberRegressor(),8
trunk_jerk_mad,2.3151862007313756e-08,HuberRegressor(),8
trunk_jerk_mean,1.775568881253555e-08,HuberRegressor(),8
upperarm_acc_max,1.4414464574695276e-08,HuberRegressor(),8
trunk_jerk_perc75,1.394773662668994e-08,HuberRegressor(),8
wrist_jerk_perc25,1.1576821517411202e-08,HuberRegressor(),8
trunk_acc_min,7.749706652549572e-09,HuberRegressor(),8
upperarm_acc_min,7.442269797197675e-09,HuberRegressor(),8
trunk_acc_max,5.376358191265378e-09,HuberRegressor(),8
wrist_acc_min,4.6336621705263076e-09,HuberRegressor(),8
wrist_acc_std,4.0547934640847245e-09,HuberRegressor(),8
upperarm_jerk_perc25,4.036653306292408e-09,HuberRegressor(),8
trunk_jerk_med,3.7376404422956006e-09,HuberRegressor(),8
upperarm_acc_std,3.5733234976292413e-09,HuberRegressor(),8
wrist_acc_mad,3.1304666211591105e-09,HuberRegressor(),8
wrist_acc_perc75,2.574049225960237e-09,HuberRegressor(),8
upperarm_acc_mad,2.3690647282571154e-09,HuberRegressor(),8
wrist_acc_rms,2.169556164329153e-09,HuberRegressor(),8
trunk_jerk_perc25,1.5898619609021986e-09,HuberRegressor(),8
upperarm_acc_perc75,1.4367697001850623e-09,HuberRegressor(),8
wrist_acc_max,1.2883469191170177e-09,HuberRegressor(),8
upperarm_acc_rms,1.2003549463463803e-09,HuberRegressor(),8
wrist_acc_mean,1.1463775725132086e-09,HuberRegressor(),8
trunk_acc_std,1.1102099900808428e-09,HuberRegressor(),8
upperarm_acc_mean,9.125987894207017e-10,HuberRegressor(),8
wrist_acc_time,8.036171358163503e-10,HuberRegressor(),8
wrist_jerk_min,5.74797491247719e-10,HuberRegressor(),8
trunk_acc_mad,5.479039150943768e-10,HuberRegressor(),8
upperarm_jerk_min,4.250998966360198e-10,HuberRegressor(),8
upperarm_acc_med,2.9535540140524977e-10,HuberRegressor(),8
trunk_jerk_min,2.8002613764534264e-10,HuberRegressor(),8
trunk_acc_rms,2.1243648567962278e-10,HuberRegressor(),8
trunk_acc_mean,1.2682277988529632e-10,HuberRegressor(),8
weight,1.1035503204924774e-10,HuberRegressor(),8
upperarm_acc_perc25,1.0846828652082864e-10,HuberRegressor(),8
trunk_acc_perc75,9.743879895197413e-11,HuberRegressor(),8
wrist_acc_med,6.699665365440375e-11,HuberRegressor(),8
trunk_acc_perc25,6.460388084164166e-11,HuberRegressor(),8
trunk_acc_med,5.171793994838473e-11,HuberRegressor(),8
wrist_acc_perc25,1.478816425083721e-11,HuberRegressor(),8
wrist_jerk_max,0.0009042819838842323,BayesianRidge(),8
upperarm_jerk_max,0.0001550978989642489,BayesianRidge(),8
wrist_acc_length,0.00012054499554299731,BayesianRidge(),8
wrist_jerk_rms,7.53603251334102e-05,BayesianRidge(),8
wrist_jerk_perc75,7.400378634624481e-05,BayesianRidge(),8
wrist_jerk_std,6.48360472331038e-05,BayesianRidge(),8
trunk_jerk_max,5.674389776309101e-05,BayesianRidge(),8
wrist_jerk_mad,4.679073247832255e-05,BayesianRidge(),8
wrist_jerk_mean,4.0204250098258506e-05,BayesianRidge(),8
upperarm_jerk_rms,2.4864152378868825e-05,BayesianRidge(),8
upperarm_jerk_perc75,2.3614464911490203e-05,BayesianRidge(),8
upperarm_jerk_std,2.2509165320625754e-05,BayesianRidge(),8
upperarm_jerk_mad,1.8049844975394043e-05,BayesianRidge(),8
trunk_jerk_perc75,1.448345541433697e-05,BayesianRidge(),8
upperarm_jerk_mean,1.2575304951794056e-05,BayesianRidge(),8
trunk_jerk_rms,1.1454920545757743e-05,BayesianRidge(),8
trunk_jerk_std,8.758760749534568e-06,BayesianRidge(),8
wrist_jerk_med,8.586811302310938e-06,BayesianRidge(),8
trunk_jerk_mad,8.230642840335626e-06,BayesianRidge(),8
upperarm_jerk_perc25,7.422170858823234e-06,BayesianRidge(),8
trunk_jerk_mean,7.3721019945645105e-06,BayesianRidge(),8
wrist_acc_max,6.840544776022526e-06,BayesianRidge(),8
upperarm_acc_max,5.170692385528241e-06,BayesianRidge(),8
wrist_jerk_perc25,4.503993105952285e-06,BayesianRidge(),8
wrist_acc_min,4.32027539936443e-06,BayesianRidge(),8
upperarm_acc_min,3.6403306332390104e-06,BayesianRidge(),8
trunk_jerk_med,2.899935608294028e-06,BayesianRidge(),8
trunk_acc_max,2.716388098040263e-06,BayesianRidge(),8
wrist_acc_std,2.069593912325024e-06,BayesianRidge(),8
wrist_acc_mad,1.3012780585717593e-06,BayesianRidge(),8
upperarm_acc_std,1.1055809505431683e-06,BayesianRidge(),8
wrist_acc_rms,1.0414912668239007e-06,BayesianRidge(),8
upperarm_jerk_med,8.325489174090139e-07,BayesianRidge(),8
upperarm_acc_mad,6.14539891005144e-07,BayesianRidge(),8
wrist_acc_mean,5.085975808339019e-07,BayesianRidge(),8
trunk_jerk_perc25,5.009989320356717e-07,BayesianRidge(),8
wrist_acc_perc25,4.5740298897696605e-07,BayesianRidge(),8
wrist_acc_perc75,3.1635565208938343e-07,BayesianRidge(),8
upperarm_acc_rms,2.7621972826481393e-07,BayesianRidge(),8
trunk_acc_std,2.7222550226960697e-07,BayesianRidge(),8
pace,2.489164664546357e-07,BayesianRidge(),8
wrist_acc_time,1.9860011779559983e-07,BayesianRidge(),8
upperarm_acc_mean,1.6821662859990812e-07,BayesianRidge(),8
trunk_acc_min,1.642721925005639e-07,BayesianRidge(),8
trunk_acc_mad,1.6269400101606397e-07,BayesianRidge(),8
trunk_jerk_min,1.6188523646813945e-07,BayesianRidge(),8
trunk_acc_rms,1.570126126407356e-07,BayesianRidge(),8
trunk_acc_mean,1.4575175295668853e-07,BayesianRidge(),8
trunk_acc_perc75,1.419587805365603e-07,BayesianRidge(),8
trunk_acc_med,8.89220246319381e-08,BayesianRidge(),8
wrist_jerk_min,8.48777074975195e-08,BayesianRidge(),8
trunk_acc_perc25,6.01262591945108e-08,BayesianRidge(),8
upperarm_acc_perc75,4.6149020897291116e-08,BayesianRidge(),8
upperarm_acc_perc25,4.3562944509878775e-08,BayesianRidge(),8
upperarm_jerk_min,3.5384816118785985e-08,BayesianRidge(),8
upperarm_acc_med,2.0232350749926802e-08,BayesianRidge(),8
wrist_acc_med,1.5924913485196987e-08,BayesianRidge(),8
weight,0.0,BayesianRidge(),8
wrist_jerk_max,0.009417761776681521,ElasticNet(random_state=2945),8
wrist_acc_time,1.2457095277738968e-07,ElasticNet(random_state=2945),8
upperarm_acc_max,0.0,ElasticNet(random_state=2945),8
trunk_jerk_std,0.0,ElasticNet(random_state=2945),8
trunk_jerk_min,0.0,ElasticNet(random_state=2945),8
trunk_jerk_max,0.0,ElasticNet(random_state=2945),8
trunk_jerk_med,0.0,ElasticNet(random_state=2945),8
trunk_jerk_perc25,0.0,ElasticNet(random_state=2945),8
trunk_jerk_perc75,0.0,ElasticNet(random_state=2945),8
upperarm_acc_mean,0.0,ElasticNet(random_state=2945),8
upperarm_acc_rms,0.0,ElasticNet(random_state=2945),8
upperarm_acc_mad,0.0,ElasticNet(random_state=2945),8
upperarm_acc_std,0.0,ElasticNet(random_state=2945),8
upperarm_acc_min,0.0,ElasticNet(random_state=2945),8
upperarm_acc_med,0.0,ElasticNet(random_state=2945),8
trunk_jerk_rms,0.0,ElasticNet(random_state=2945),8
upperarm_acc_perc25,0.0,ElasticNet(random_state=2945),8
upperarm_acc_perc75,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_mean,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_rms,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_mad,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_std,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_min,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_max,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_med,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_perc25,0.0,ElasticNet(random_state=2945),8
upperarm_jerk_perc75,0.0,ElasticNet(random_state=2945),8
weight,0.0,ElasticNet(random_state=2945),8
trunk_jerk_mad,0.0,ElasticNet(random_state=2945),8
trunk_jerk_mean,0.0,ElasticNet(random_state=2945),8
wrist_acc_length,0.0,ElasticNet(random_state=2945),8
trunk_acc_perc75,0.0,ElasticNet(random_state=2945),8
wrist_acc_mean,0.0,ElasticNet(random_state=2945),8
wrist_acc_rms,0.0,ElasticNet(random_state=2945),8
wrist_acc_mad,0.0,ElasticNet(random_state=2945),8
wrist_acc_std,0.0,ElasticNet(random_state=2945),8
wrist_acc_min,0.0,ElasticNet(random_state=2945),8
wrist_acc_max,0.0,ElasticNet(random_state=2945),8
wrist_acc_med,0.0,ElasticNet(random_state=2945),8
wrist_acc_perc25,0.0,ElasticNet(random_state=2945),8
wrist_acc_perc75,0.0,ElasticNet(random_state=2945),8
wrist_jerk_mean,0.0,ElasticNet(random_state=2945),8
wrist_jerk_rms,0.0,ElasticNet(random_state=2945),8
wrist_jerk_mad,0.0,ElasticNet(random_state=2945),8
wrist_jerk_std,0.0,ElasticNet(random_state=2945),8
wrist_jerk_min,0.0,ElasticNet(random_state=2945),8
wrist_jerk_med,0.0,ElasticNet(random_state=2945),8
wrist_jerk_perc25,0.0,ElasticNet(random_state=2945),8
wrist_jerk_perc75,0.0,ElasticNet(random_state=2945),8
trunk_acc_mean,0.0,ElasticNet(random_state=2945),8
trunk_acc_rms,0.0,ElasticNet(random_state=2945),8
trunk_acc_mad,0.0,ElasticNet(random_state=2945),8
trunk_acc_std,0.0,ElasticNet(random_state=2945),8
trunk_acc_min,0.0,ElasticNet(random_state=2945),8
trunk_acc_max,0.0,ElasticNet(random_state=2945),8
trunk_acc_med,0.0,ElasticNet(random_state=2945),8
trunk_acc_perc25,0.0,ElasticNet(random_state=2945),8
pace,0.0,ElasticNet(random_state=2945),8
wrist_acc_time,1.1620775547284355e-09,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_length,5.138736251372207e-15,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_max,2.7240554495628334e-16,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_max,8.73519966532899e-17,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_max,4.445063605611722e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_perc75,3.8574825416485997e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_rms,3.3613371143439605e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_std,2.5639095739027334e-17,PassiveAggressiveRegressor(random_state=2945),8
pace,2.3682155407498054e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_mean,2.2082021684796994e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_mad,1.975890838720368e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_perc75,1.934699898197351e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_rms,1.8872699652576413e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_std,1.4400845620493992e-17,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_med,1.2741910782079327e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_mean,1.2292952655721405e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_mad,1.1403787093893104e-17,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_med,6.945479254379375e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_max,3.6426812744382685e-18,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_max,3.1826628551889804e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_std,3.016654944784157e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_rms,2.369211802148902e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_med,1.999671284931348e-18,PassiveAggressiveRegressor(random_state=2945),8
weight,1.7887370264779576e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_perc75,1.661991492616536e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_min,1.444257185403876e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_min,1.2945148874974518e-18,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_mad,1.1957401248508475e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_rms,1.1424032534236973e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_perc75,1.0745885463874347e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_perc25,1.0452312385470886e-18,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_std,9.45292214135064e-19,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_mean,9.251318938049112e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_perc75,8.980743742446463e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_rms,8.940280355986543e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_mean,8.459826326105865e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_max,7.515141202951529e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_perc75,7.488359401595447e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_med,7.463581227852724e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_med,7.301404957300671e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_mean,7.276029687803454e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_rms,7.195674842751529e-19,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_perc25,7.159134564019164e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_perc25,7.157533432570284e-19,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_med,7.070804262791461e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_perc25,6.917093833118043e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_min,6.43133097196084e-19,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_mad,6.400800445271031e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_std,5.892681224873163e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_acc_mad,3.7713228996823004e-19,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_perc25,1.4946799804241817e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_min,1.3842720710601846e-19,PassiveAggressiveRegressor(random_state=2945),8
wrist_jerk_min,1.0169369187205467e-19,PassiveAggressiveRegressor(random_state=2945),8
upperarm_jerk_perc25,8.314022885687682e-20,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_std,7.085274472088037e-20,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_mean,6.882152898026971e-20,PassiveAggressiveRegressor(random_state=2945),8
trunk_jerk_min,3.964209157408303e-20,PassiveAggressiveRegressor(random_state=2945),8
trunk_acc_mad,2.8311466326286124e-20,PassiveAggressiveRegressor(random_state=2945),8
wrist_acc_time,22,LGBMRegressor(random_state=2945),8
upperarm_jerk_mean,17,LGBMRegressor(random_state=2945),8
trunk_acc_mean,11,LGBMRegressor(random_state=2945),8
wrist_jerk_mean,10,LGBMRegressor(random_state=2945),8
upperarm_jerk_perc75,10,LGBMRegressor(random_state=2945),8
wrist_jerk_max,6,LGBMRegressor(random_state=2945),8
upperarm_acc_perc75,4,LGBMRegressor(random_state=2945),8
trunk_acc_min,4,LGBMRegressor(random_state=2945),8
trunk_jerk_perc25,3,LGBMRegressor(random_state=2945),8
upperarm_acc_min,3,LGBMRegressor(random_state=2945),8
upperarm_jerk_min,2,LGBMRegressor(random_state=2945),8
wrist_acc_std,2,LGBMRegressor(random_state=2945),8
wrist_jerk_std,2,LGBMRegressor(random_state=2945),8
wrist_jerk_perc75,1,LGBMRegressor(random_state=2945),8
upperarm_acc_mean,1,LGBMRegressor(random_state=2945),8
wrist_jerk_med,1,LGBMRegressor(random_state=2945),8
wrist_acc_mean,1,LGBMRegressor(random_state=2945),8
upperarm_acc_max,0,LGBMRegressor(random_state=2945),8
trunk_jerk_perc75,0,LGBMRegressor(random_state=2945),8
upperarm_acc_rms,0,LGBMRegressor(random_state=2945),8
upperarm_acc_mad,0,LGBMRegressor(random_state=2945),8
upperarm_acc_std,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_perc25,0,LGBMRegressor(random_state=2945),8
upperarm_acc_med,0,LGBMRegressor(random_state=2945),8
upperarm_acc_perc25,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_med,0,LGBMRegressor(random_state=2945),8
trunk_jerk_max,0,LGBMRegressor(random_state=2945),8
weight,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_rms,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_mad,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_std,0,LGBMRegressor(random_state=2945),8
upperarm_jerk_max,0,LGBMRegressor(random_state=2945),8
trunk_jerk_med,0,LGBMRegressor(random_state=2945),8
trunk_jerk_mean,0,LGBMRegressor(random_state=2945),8
trunk_jerk_min,0,LGBMRegressor(random_state=2945),8
trunk_jerk_std,0,LGBMRegressor(random_state=2945),8
wrist_acc_rms,0,LGBMRegressor(random_state=2945),8
wrist_acc_mad,0,LGBMRegressor(random_state=2945),8
wrist_acc_min,0,LGBMRegressor(random_state=2945),8
wrist_acc_max,0,LGBMRegressor(random_state=2945),8
wrist_acc_med,0,LGBMRegressor(random_state=2945),8
wrist_acc_perc25,0,LGBMRegressor(random_state=2945),8
wrist_acc_perc75,0,LGBMRegressor(random_state=2945),8
wrist_jerk_rms,0,LGBMRegressor(random_state=2945),8
wrist_jerk_mad,0,LGBMRegressor(random_state=2945),8
wrist_jerk_min,0,LGBMRegressor(random_state=2945),8
wrist_jerk_perc25,0,LGBMRegressor(random_state=2945),8
trunk_acc_rms,0,LGBMRegressor(random_state=2945),8
trunk_acc_mad,0,LGBMRegressor(random_state=2945),8
trunk_acc_std,0,LGBMRegressor(random_state=2945),8
trunk_acc_max,0,LGBMRegressor(random_state=2945),8
trunk_acc_med,0,LGBMRegressor(random_state=2945),8
trunk_acc_perc25,0,LGBMRegressor(random_state=2945),8
trunk_acc_perc75,0,LGBMRegressor(random_state=2945),8
wrist_acc_length,0,LGBMRegressor(random_state=2945),8
trunk_jerk_rms,0,LGBMRegressor(random_state=2945),8
trunk_jerk_mad,0,LGBMRegressor(random_state=2945),8
pace,0,LGBMRegressor(random_state=2945),8
wrist_acc_time,0.08551397390062174,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
trunk_acc_mean,0.05830149502411428,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
trunk_acc_std,0.054271483421700344,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
wrist_jerk_perc75,0.0516062347065354,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
trunk_acc_min,0.044200019492546413,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
trunk_acc_rms,0.04362086932998433,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
trunk_acc_med,0.037172155220755454,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
upperarm_acc_mad,0.03414439537477051,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
wrist_acc_mad,0.03164611933376959,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
wrist_jerk_mad,0.030727517372891464,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
wrist_jerk_rms,0.02825309833174082,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
wrist_acc_mean,0.026298032727308893,"ExtraTreesRegressor(n_jobs=-1, random_state=2945)",8
