subject,experimental_condition,rpe,wrist_acc_time,wrist_acc_length,wrist_acc_mean,wrist_acc_rms,wrist_acc_mad,wrist_acc_std,wrist_acc_min,wrist_acc_max,wrist_acc_med,wrist_acc_perc25,wrist_acc_perc75,wrist_jerk_mean,wrist_jerk_rms,wrist_jerk_mad,wrist_jerk_std,wrist_jerk_min,wrist_jerk_max,wrist_jerk_med,wrist_jerk_perc25,wrist_jerk_perc75,trunk_acc_mean,trunk_acc_rms,trunk_acc_mad,trunk_acc_std,trunk_acc_min,trunk_acc_max,trunk_acc_med,trunk_acc_perc25,trunk_acc_perc75,trunk_jerk_mean,trunk_jerk_rms,trunk_jerk_mad,trunk_jerk_std,trunk_jerk_min,trunk_jerk_max,trunk_jerk_med,trunk_jerk_perc25,trunk_jerk_perc75,upperarm_acc_mean,upperarm_acc_rms,upperarm_acc_mad,upperarm_acc_std,upperarm_acc_min,upperarm_acc_max,upperarm_acc_med,upperarm_acc_perc25,upperarm_acc_perc75,upperarm_jerk_mean,upperarm_jerk_rms,upperarm_jerk_mad,upperarm_jerk_std,upperarm_jerk_min,upperarm_jerk_max,upperarm_jerk_med,upperarm_jerk_perc25,upperarm_jerk_perc75
1,Condition 2.5-15,0,1631983612,2952,1.0173653663189273,1.0424560236795228,0.15334073716861918,0.22737586986790417,0.42677973578574907,2.3285639526455872,0.9999651158268212,0.903397529674622,1.099885477982253,4.629825658563117,6.4133823016113345,3.4089831670903736,4.438790780321099,0.016819686659036753,29.73259664921789,3.473869405615541,1.0028467231655598,6.762340970404109,0.9941176466005487,0.9949933955525093,0.025571617438589753,0.04174388824680244,0.7834349527427708,1.2189778155943272,0.9925501624736357,0.9803164489580212,1.0076179485259034,1.3855354798726567,1.861679711374069,0.9263436645450154,1.2436506333987407,0.017701370213547587,9.105934184360864,1.0603262024792903,0.47127052528321045,1.8795284004895594,1.0172244631197969,1.0261968661254959,0.09012057539250373,0.13542751796102728,0.4424632385851652,1.5885379814247962,1.0031869219365779,0.9642040499107805,1.0690091941029278,3.213234027462707,4.277703363690341,2.1706312860959467,2.8242833002961567,0.014540572418031373,19.016886919390025,2.537380001220619,0.9806026182375502,4.603277190575753
1,Condition 2.5-15,NA,1631983639,2414,1.0191162194995338,1.046800523773207,0.1662153892938449,0.23920110775107392,0.48160673765239403,2.202207845186916,0.9988298518111918,0.8842362162220562,1.1229196520226978,5.005083313892938,6.686654366001228,3.4632313768967613,4.434933905440846,0.04847841035266103,24.266190612564788,3.9901155179275043,1.3774164582498558,7.194689767774105,0.99399966948787,0.9950001643606977,0.024078894010329924,0.04461848079877299,0.710195703229904,1.2960438673417893,0.9922147126712798,0.9815084287685121,1.0039196117904965,1.3440166385618335,1.8913281836244642,0.9399241216046784,1.330967960447813,0.012438149129864084,11.062101899765992,0.982115508048651,0.4371616415410397,1.7821616337452237,1.0185588578103155,1.026846460879909,0.08467996108177854,0.1302249303064884,0.550114601321594,1.663422232497999,1.0047075026872418,0.9705022654213604,1.068065022437635,3.3165464977869648,4.663318509796936,2.295026397316088,3.2789502153441776,0.03658270718628749,31.471508959290666,2.5404717757942077,1.0078645623147642,4.4699518705549615
1,Condition 2.5-15,NA,1631983663,2374,1.0209675990571259,1.0539348162747346,0.1838739384906014,0.2615962241481596,0.4782654860979983,2.545324702767184,1.0026454402872096,0.860359214430842,1.1373793468045317,5.110780268787535,6.77237176964334,3.3211987700496173,4.4444649403493965,0.03217153442955818,32.56613566746646,4.2165041752246175,1.811993145341652,6.967193621618708,0.9935257665072385,0.9945165329049686,0.026480633798306428,0.04439048938422892,0.7495403828616297,1.2831076173554479,0.9921194533117592,0.980430050829681,1.0076471004032306,1.4767580232718434,2.023592804320051,0.9959788052001682,1.3838065400473147,0.016694312547829073,10.642958078700364,1.108539898714261,0.5035430671390962,1.998542042537195,1.0189079922670048,1.0286068630308938,0.09143870565086859,0.1409501703584611,0.37717294814395,1.8143474898172116,1.008726182953049,0.9634835437652997,1.0703944621588528,3.5108435779447262,4.684816063724577,2.2254960444608853,3.1025046647618253,0.027137670603091846,29.295563616024086,2.82638548422508,1.3571870310214287,4.803642156936388
1,Condition 2.5-15,NA,1631983687,2455,1.0152474142250154,1.0395294234623662,0.1676562467692637,0.2234154021137497,0.45229554093688806,1.993665010002338,1.0011439507532764,0.8686162533381192,1.143440115276468,4.690177986470952,6.022041870723216,2.901556574286463,3.7779670433502064,0.0283844061863439,30.902785202000793,4.076006525791645,1.8401017243023015,6.678221308585877,0.9942536606757353,0.9951373190020892,0.02368184004072255,0.04193635965733924,0.8288737240506164,1.324818210442011,0.9925630319410799,0.9822253535221354,1.0056342579911908,1.283859139217113,1.771574721605015,0.8382203890701373,1.2209791967298786,0.01988418810315351,11.658461483157344,0.9828322843586706,0.4766582136693426,1.6533122636803668,1.013607247550664,1.0208539666465752,0.08183112153240728,0.12144618866853882,0.6114155969720754,1.5367683787195154,1.0026116831650793,0.963057079616421,1.060520246183049,2.882261548304779,3.6758350321376763,1.7612170413286388,2.2817653625456082,0.02419809270173645,18.058972323294697,2.464631533430077,1.1352834142661745,4.091387952032103
1,Condition 2.5-15,NA,1631983712,2502,1.0229326301063226,1.0515608251490418,0.16743203267562462,0.2437473063538447,0.3963576083414296,2.121313102715282,0.9986391947689965,0.8844122374626429,1.1015121739303442,5.61180169712655,7.624507360710179,4.016243488368771,5.162504287972412,0.04597599853472458,40.37500213425954,4.228857125062054,1.4784179267493662,8.33576198212837,0.9939602637927625,0.9948969635490673,0.02595555733112367,0.04317067253418148,0.6820850366557349,1.2725527366879443,0.992238607771242,0.9787252471857416,1.0075572180290675,1.4243070078570532,1.9451255550524922,0.9540717790519907,1.3249773271556269,0.009296309420919248,9.097244845237576,1.0452166331523607,0.516526961196062,1.8558487392789882,1.0202286855832117,1.0301723881004357,0.09485747469726477,0.142817122531459,0.4528702651164712,1.7539483971561132,1.006605567631114,0.9589945158658879,1.0766636609615283,3.6356940594737472,4.896867458918444,2.4195221098465587,3.2810583707042045,0.02979145354926276,27.380171957959867,2.791625554297955,1.3189336987488112,4.934743103616313
1,Condition 2.5-15,NA,1631983738,2643,1.014169580183766,1.0463752593291744,0.17300742004251843,0.25765551376408036,0.4111315185942818,2.6606590035830227,0.9949262434750713,0.8624596687940589,1.0943822092337587,4.760611839646476,6.570127363884956,3.3614452775977623,4.528897425790246,0.0205916606774086,34.124881221922216,3.8054704819647243,1.17270108892675,6.645832151158874,0.9942175089040669,0.9949871499881145,0.024145468665271178,0.03913506235231772,0.8194872478074049,1.1953203124536425,0.9928225659566148,0.9817269820357912,1.0071501096491948,1.3596216571643787,1.946513973933558,0.9730952391646478,1.3932265792706882,0.026577517155925462,12.536017930228127,0.9784963211431459,0.37737157876503397,1.7907430476177892,1.01658936092667,1.025483557002289,0.08649440845706292,0.134794181982511,0.5768003194697071,1.6889002784018798,1.0010572646768086,0.9691725962612161,1.0573947419417644,3.0340746848223388,4.117497503354069,2.1057246611462626,2.7840815902371814,0.02106070818581612,18.675357516792403,2.3940369209549828,0.8486199177076104,4.178598491780635
1,Condition 2.5-15,NA,1631983763,2407,1.020158148880479,1.0487704581128932,0.17657205686781566,0.2433545333814059,0.34352406426201193,2.150047829545614,0.9974585801090552,0.8788224167277374,1.139001960210024,4.9141226910226115,6.5814700128214625,3.2946564449604354,4.378939987531185,0.02778294453084897,30.116215852375827,3.989463565267062,1.4944699547976152,6.940081865839076,0.9948617470539657,0.9958459644096096,0.02635670893992632,0.04427305517185452,0.7308433431462417,1.1938030333061047,0.9927692703690034,0.9813538480146622,1.0078530844040925,1.42619574787239,1.9126303160434495,0.9369731058683348,1.2746747524536917,0.028777709198726725,8.150424459258764,1.0741221386479607,0.530694646703666,1.8994987243934451,1.0194183857584613,1.0271849725256752,0.08692952413349742,0.12610205792051726,0.497515835393168,1.6109079852684127,1.0043505879851493,0.9620218601783213,1.0743697670203285,3.231638266258367,4.100979963104809,1.953154541253874,2.5253121222344066,0.03235675087317699,17.771250379574038,2.712963133921904,1.4067651020876335,4.597967910608363
1,Condition 2.5-15,NA,1631983787,2460,1.0173632964063422,1.0482840518695855,0.17952171436636616,0.2527792536231742,0.398584022782048,2.380477306812237,1.0035160200213205,0.8574813881402317,1.1226779883658415,5.0597413869977865,6.6779632057589176,3.352742510109005,4.3591211476789224,0.024655815258145464,32.42801998734989,4.16671598171503,1.6639236633477845,7.299370037356049,0.9947112600243273,0.9954263391423296,0.023123397877177893,0.03773174489314551,0.7954128747379675,1.2669236655087985,0.9927780004044601,0.9825750363505683,1.0080378157651408,1.412990609109624,1.903144474583283,0.9567410754497666,1.2751775192943626,0.017609947441569053,8.631683829656742,1.0873657370833814,0.44910708450832454,2.0021898100721573,1.0183609447484854,1.0264295927324316,0.08320150810800653,0.12847336129286605,0.46774385302390303,1.7199359269749923,1.003903736309029,0.9708498935110195,1.0645359185915932,3.280993727519624,4.4002255860365125,2.159218586331136,2.9326716409397546,0.022217645901151894,19.275467407465236,2.6403955924753393,1.125023651851443,4.487724947174988
1,Condition 2.5-15,NA,1631983811,2327,1.0252744177855124,1.0525747962159142,0.17187295032167846,0.23822354561164985,0.3506487827329075,2.1609809974735223,1.0052222588109567,0.8875505135498847,1.1378552595654328,5.455959958679619,7.365831738695861,3.8021881248499163,4.949597013472581,0.053949883637406985,34.14923136167245,4.371785919223916,1.3742831367718942,8.02402194768725,0.9947075522997469,0.9955859665713216,0.025786874989823586,0.041821691336725524,0.7992994626245872,1.353581244617677,0.9923702178518802,0.9803918673505561,1.008282209947478,1.453301828139642,1.9482410705124882,0.9242209950887024,1.297798588272957,0.03256201638556395,10.544422588753754,1.1295657109687056,0.5654253692213626,1.9392805162173592,1.0197182851163327,1.0284693911694804,0.08837453055687947,0.1339089745503365,0.5630858831275517,1.637718319170634,1.004775244393934,0.9700961565041909,1.0678730136740242,3.315298187281313,4.237949841879888,2.0870907199905533,2.640457198720722,0.04531270518561892,16.99885095955703,2.864476215232827,1.1716683309607523,4.822032617783428
1,Condition 2.5-15,NA,1631983833,2081,1.0161456671256424,1.044748832951913,0.18542394305526733,0.2428506692852432,0.41913462835715215,1.858853983932237,0.9984216566896564,0.8584232798633624,1.1453710834805002,5.504556375253771,6.770505843901463,3.0888527696537578,3.942978956717509,0.016341352353923474,25.402722197710002,4.8303689226759055,2.631850686650588,7.698317110853325,0.9949261374286629,0.9960728131751311,0.02774111221027437,0.04779254982293525,0.7308948446481713,1.3014940321880963,0.9932755965013226,0.9804992326095574,1.0099380726627967,1.3948763403319684,1.972447991593814,0.9203394721429686,1.3949217034109807,0.014514760799390562,13.871507646570706,1.0478661521831678,0.5234112529804472,1.7482011120875731,1.0179162744059431,1.025024766017743,0.08445119684606195,0.12053717721200519,0.559895822588064,1.5392519170372772,1.0036815549151477,0.9603299626622878,1.0690145767565475,3.1703192816828123,3.9588569770976254,1.8049139318197565,2.3715666175035555,0.051735633826492565,18.282963302896956,2.736528712727406,1.4587175243704131,4.332060012724742
